exit_2.fcr, 33670, 88203, 1.087, #normally
exit_3.fcr, 2356294, 7047332, 31.822, #normally
exit_4.fcr, 29071227, 93852926, 419.838, #incomplete
exit_5.fcr, 833226, 3194881, 15.715, #normally
firewire_link_3.fcr, 29163550, 99008629, 738.662, #incomplete
firewire_link_5.fcr, 18553032, 59782059, 671.008, #normally
firewire_link_6.fcr, 22096045, 82435453, 692.349, #incomplete
firewire_tree_1.fcr, 272, 864, 0.433, #normally
firewire_tree_2.fcr, 2441, 5692, 0.575, #normally
firewire_tree_3.fcr, 86556, 317063, 9.553, #normally
firewire_tree_4.fcr, 169992, 630811, 22.828, #normally
firewire_tree_5.fcr, 3807023, 18225703, 966.14, #normally
frogs_1.fcr, 5094, 5301, 0.305, #normally
frogs_2.fcr, 18207, 33209, 0.488, #normally
frogs_3.fcr, 760789, 766119, 7.477, #normally
frogs_4.fcr, 17443219, 36286061, 217.051, #normally
frogs_5.fcr, 28273273, 48658637, 344.039, #incomplete
hanoi_1.fcr, 6561, 19680, 0.4, #normally
hanoi_2.fcr, 531441, 1594320, 6.925, #normally
hanoi_3.fcr, 14348907, 43046718, 209.973, #normally
hanoi_4.fcr, 18459023, 55373996, 286.856, #incomplete
iprotocol_1.fcr, 2892, 7751, 0.335, #normally
iprotocol_2.fcr, 11778, 32503, 0.525, #normally
iprotocol_3.fcr, 341704, 950391, 4.503, #normally
iprotocol_4.fcr, 965642, 2702773, 12.267, #normally
iprotocol_5.fcr, 8311714, 23410413, 106.236, #normally
iprotocol_6.fcr, 12102772, 34017971, 151.612, #normally
iprotocol_7.fcr, 15025162, 42457791, 200.539, #normally
krebs_1.fcr, 6027, 19040, 0.434, #normally
krebs_2.fcr, 62476, 260542, 1.424, #normally
krebs_3.fcr, 238876, 1020147, 3.67, #normally
krebs_4.fcr, 1047405, 5246321, 15.881, #normally
lamport_1.fcr, 29242, 77286, 0.597, #normally
lamport_2.fcr, 110920, 303058, 1.46, #normally
lamport_3.fcr, 38067, 102747, 0.699, #normally
lamport_5.fcr, 1066800, 3630664, 11.278, #normally
lamport_6.fcr, 8717688, 31502176, 97.108, #normally
lamport_7.fcr, 38717846, 160667630, 553.749, #normally
lamport_8.fcr, 39317593, 157988545, 545.089, #incomplete
lamport_nonatomic_1.fcr, 205, 486, 0.198, #normally
lamport_nonatomic_2.fcr, 161, 377, 0.188, #normally
lamport_nonatomic_3.fcr, 205, 486, 0.215, #normally
lamport_nonatomic_4.fcr, 945, 2978, 0.289, #normally
lamport_nonatomic_5.fcr, 4405, 17366, 0.535, #normally
lann_1.fcr, 18424, 39673, 0.633, #normally
lann_2.fcr, 12784, 34192, 0.644, #normally
lann_3.fcr, 1832139, 8725188, 33.049, #normally
lann_4.fcr, 966855, 3189852, 20.756, #normally
lann_5.fcr, 993914, 3604487, 22.773, #normally
lann_6.fcr, 22510134, 85746990, 477.927, #incomplete
lann_7.fcr, 17640444, 88429628, 427.49, #incomplete
lann_8.fcr, 17950722, 65588987, 368.638, #incomplete
leader_election_1.fcr, 14252, 52944, 0.972, #normally
leader_election_2.fcr, 28720, 98528, 1.412, #normally
leader_election_3.fcr, 101360, 446024, 4.128, #normally
leader_election_4.fcr, 746240, 3795388, 31.169, #normally
leader_election_5.fcr, 4803952, 28064092, 251.022, #normally
leader_election_6.fcr, 11991204, 77161211, 854.75, #incomplete
leader_filters_1.fcr, 4966, 9387, 0.307, #normally
leader_filters_2.fcr, 29284, 66042, 0.577, #normally
leader_filters_3.fcr, 91093, 223980, 1.305, #normally
leader_filters_4.fcr, 50025, 126784, 0.849, #normally
leader_filters_5.fcr, 1572886, 4684565, 16.793, #normally
leader_filters_6.fcr, 34594267, 125987468, 434.121, #incomplete
leader_filters_7.fcr, 26302351, 91692858, 347.578, #normally
lifts_1.fcr, 5753, 9330, 0.476, #normally
lifts_2.fcr, 5756, 9334, 0.471, #normally
lifts_3.fcr, 73306, 120663, 2.235, #normally
lifts_4.fcr, 423544, 895716, 8.173, #normally
lifts_5.fcr, 437255, 924291, 8.338, #normally
lifts_6.fcr, 1139821, 2379568, 21.606, #normally
lifts_7.fcr, 26946710, 71010510, 680.964, #incomplete
lifts_8.fcr, 24352245, 63668072, 574.49, #incomplete
loyd_1.fcr, 720, 1681, 0.186, #normally
loyd_2.fcr, 362880, 967681, 3.198, #normally
loyd_3.fcr, 38662434, 80048320, 425.25, #incomplete
mcs_1.fcr, 7963, 21503, 0.382, #normally
mcs_2.fcr, 1408, 3222, 0.228, #normally
mcs_3.fcr, 571459, 2077384, 6.819, #normally
mcs_4.fcr, 16384, 53248, 0.514, #normally
mcs_5.fcr, 35281004, 149462758, 502.736, #incomplete
mcs_6.fcr, 332544, 1329920, 4.519, #normally
msmie_1.fcr, 2334, 3097, 0.278, #normally
msmie_2.fcr, 10558, 11878, 0.719, #normally
msmie_3.fcr, 134844, 200614, 3.331, #normally
msmie_4.fcr, 7125441, 11056210, 255.034, #normally
peg_solitaire_1.fcr, 32181, 155814, 1.133, #normally
peg_solitaire_2.fcr, 20276563, 97922978, 766.378, #incomplete
peg_solitaire_3.fcr, 19990452, 88601832, 719.217, #incomplete
peg_solitaire_4.fcr, 873326, 5473290, 21.194, #normally
peg_solitaire_5.fcr, 84191, 324648, 5.256, #normally
peg_solitaire_6.fcr, 23654953, 104678020, 487.383, #incomplete
peterson_1.fcr, 12498, 33369, 0.41, #normally
peterson_2.fcr, 124704, 399138, 1.488, #normally
peterson_3.fcr, 170156, 538509, 1.87, #normally
peterson_4.fcr, 1119560, 3864896, 11.672, #normally
peterson_5.fcr, 41839015, 159638222, 478.751, #incomplete
peterson_6.fcr, 39473906, 146030215, 449.775, #incomplete
peterson_7.fcr, 38973431, 155876015, 547.92, #incomplete
phils_1.fcr, 80, 212, 0.144, #normally
phils_2.fcr, 581, 2350, 0.227, #normally
phils_3.fcr, 729, 2916, 0.21, #normally
phils_4.fcr, 340789, 3123558, 7.503, #normally
phils_5.fcr, 531440, 4251516, 11.619, #normally
phils_6.fcr, 14348906, 143489055, 415.459, #normally
phils_7.fcr, 27009212, 288898985, 794.551, #incomplete
phils_8.fcr, 25823065, 237843822, 758.499, #incomplete
plc_1.fcr, 7444, 12074, 0.929, #normally
plc_2.fcr, 130777, 211470, 4.785, #normally
plc_3.fcr, 1268968, 2057652, 31.098, #normally
plc_4.fcr, 3763999, 6092633, 91.94, #normally
protocols_2.fcr, 11286, 42255, 0.503, #normally
protocols_3.fcr, 2817, 7826, 0.296, #normally
protocols_4.fcr, 439245, 1454834, 5.203, #normally
protocols_5.fcr, 996345, 3272786, 10.966, #normally
reader_writer_1.fcr, 5, 7, 0.158, #normally
reader_writer_2.fcr, 4, 6, 0.167, #normally
reader_writer_3.fcr, 5, 7, 0.152, #normally
resistance_1.fcr, 48867209, 120775174, 374.628, #incomplete
resistance_2.fcr, 50259833, 181951683, 551.844, #incomplete
rushhour_1.fcr, 1048, 5446, 0.25, #normally
rushhour_2.fcr, 2242, 12603, 0.337, #normally
rushhour_3.fcr, 156723, 1583980, 6.003, #normally
rushhour_4.fcr, 327675, 3390234, 12.377, #normally
schedule_world_1.fcr, 23061, 143130, 1.085, #normally
schedule_world_2.fcr, 1570340, 14308706, 41.501, #normally
schedule_world_3.fcr, 18521906, 100246377, 377.655, #incomplete
sokoban_1.fcr, 91453, 228313, 1.534, #normally
sokoban_2.fcr, 761633, 2012841, 10.006, #normally
sokoban_3.fcr, 7552507, 17400361, 208.041, #incomplete
sorter_1.fcr, 20544, 29045, 0.848, #normally
sorter_2.fcr, 7592, 9974, 0.558, #normally
sorter_3.fcr, 1288478, 2489446, 21.004, #normally
sorter_4.fcr, 39620596, 73317959, 842.192, #incomplete
sorter_5.fcr, 296148, 568334, 5.531, #normally
szymanski_1.fcr, 20264, 56701, 0.596, #normally
szymanski_2.fcr, 31875, 88521, 0.749, #normally
szymanski_3.fcr, 1128424, 4234041, 14.186, #normally
szymanski_4.fcr, 2313863, 8550392, 29.006, #normally
szymanski_5.fcr, 44281998, 204752161, 727.262, #incomplete
telephony_1.fcr, 1280, 3497, 0.239, #normally
telephony_2.fcr, 51826, 200322, 1.168, #normally
telephony_3.fcr, 765379, 3155026, 11.128, #normally
telephony_4.fcr, 12291552, 64110312, 196.823, #normally
telephony_5.fcr, 27926253, 122239978, 446.326, #incomplete
telephony_6.fcr, 30688244, 132985338, 453.691, #incomplete
telephony_7.fcr, 21960308, 114070470, 386.503, #normally
telephony_8.fcr, 27888293, 121288819, 451.732, #incomplete
train_gate_1.fcr, 76, 156, 0.156, #normally
train_gate_2.fcr, 104, 242, 0.157, #normally
train_gate_3.fcr, 104, 242, 0.173, #normally
train_gate_4.fcr, 132, 328, 0.181, #normally
train_gate_5.fcr, 132, 328, 0.183, #normally
train_gate_6.fcr, 146, 371, 0.197, #normally
train_gate_7.fcr, 160, 414, 0.192, #normally
